speed_kmh,payload_kg,ambient_temp_C,hvac_power_kw,road_grade_pct,battery_temp_C,driving_style_index,tire_pressure_bar,trip_distance_km,energy_consumption_kwhper100km
22.8,402.8,16.7,2.7,-2.28,16.3,0.361,2.29,177.2,21.272
51.3,80.8,-4.7,2.87,6.46,30.7,0.432,2.71,58.8,23.115
68.7,146.4,29.9,2.89,-4.23,32.3,0.704,2.26,54.3,20.339
87.9,339.8,37.7,4.26,-2.05,26.5,0.535,2.54,55.3,25.455
113.5,157.7,-7.0,1.95,-0.43,24.7,0.868,2.38,23.7,27.454
41.6,396.3,9.6,2.58,4.76,40.6,0.933,2.75,102.2,26.457
33.8,65.2,14.4,0.05,2.28,15.7,0.718,2.13,68.9,18.9
126.0,381.3,-2.7,3.95,7.41,33.8,0.989,2.34,106.8,34.212
31.9,34.2,33.4,1.3,-2.04,26.8,0.597,2.1,93.4,18.53
72.6,6.3,4.2,4.08,6.34,35.0,0.04,2.46,106.4,23.356
84.4,449.1,29.2,1.33,-1.32,20.9,0.505,2.32,63.0,22.239
79.6,290.7,23.5,0.05,-1.81,22.2,0.23,2.05,164.0,20.958
29.5,175.9,19.9,0.77,1.48,32.6,0.334,2.68,109.2,17.158
26.3,116.3,-0.4,4.93,-4.07,44.4,0.49,2.3,45.6,18.921
31.6,308.4,1.0,1.6,-0.0,44.2,0.295,2.39,180.9,21.712
84.4,254.5,-7.6,0.54,-0.38,22.5,0.31,2.33,26.3,22.411
79.9,495.8,2.0,0.59,-2.92,18.1,0.402,2.39,148.0,25.255
45.7,491.6,7.3,1.55,6.19,32.7,0.286,2.01,137.3,26.828
90.2,317.5,31.7,0.19,0.02,27.6,0.17,2.65,19.2,20.426
110.2,221.4,8.3,2.56,7.76,37.9,0.766,2.27,180.8,30.63
24.6,245.6,27.7,1.07,6.7,30.8,0.395,2.58,66.7,21.495
74.8,341.2,12.0,2.6,-2.47,30.3,0.832,2.05,149.5,24.977
95.8,50.8,29.2,0.7,1.57,34.4,0.883,2.42,59.0,21.476
47.8,164.2,38.8,2.15,2.82,18.8,0.751,2.73,107.5,24.108
53.9,37.6,2.0,2.99,5.65,35.3,0.397,2.32,194.6,24.775
87.5,36.7,33.1,0.31,6.51,29.7,0.721,2.16,124.1,23.174
118.8,97.9,21.1,1.99,3.11,39.6,0.155,2.08,62.8,22.13
109.1,242.6,30.9,1.51,-4.54,19.2,0.661,2.69,94.4,21.153
84.1,392.4,22.6,1.2,1.26,24.0,0.406,2.19,136.8,25.225
100.3,242.7,11.2,3.02,6.5,43.5,0.656,2.78,91.8,26.307
60.1,167.7,1.4,2.94,4.28,31.6,0.755,2.2,182.6,26.237
90.5,41.2,-6.5,3.15,6.31,42.9,0.563,2.38,174.2,26.761
71.3,275.1,16.8,0.79,3.76,35.7,0.642,2.37,33.6,23.616
40.9,135.6,39.5,1.43,-4.43,42.8,0.214,2.05,158.1,17.48
97.2,307.5,26.9,1.05,7.58,24.5,0.593,2.43,188.8,29.109
81.2,488.6,6.4,2.7,6.93,17.7,0.46,2.54,66.8,29.395
59.4,55.7,31.4,2.31,-3.35,39.1,0.428,2.59,51.5,15.128
120.2,106.1,28.4,1.65,-3.54,39.1,0.41,2.42,6.9,18.744
22.3,236.5,4.1,3.93,2.01,33.6,0.311,2.65,27.6,20.253
54.7,484.3,-9.3,0.47,4.84,32.4,0.305,2.6,192.4,26.759
26.3,385.9,-4.1,4.87,-0.03,42.4,0.7,2.16,81.3,27.636
104.3,449.1,33.9,0.58,-3.23,20.3,0.558,2.32,80.5,23.872
97.2,166.9,31.8,3.87,1.64,33.5,0.03,2.11,57.0,23.572
56.4,496.0,4.8,1.84,-0.61,16.5,0.049,2.11,37.0,24.12
94.3,51.4,4.3,4.33,-0.43,19.2,0.57,2.57,104.2,23.183
63.6,26.5,29.6,0.37,3.38,28.1,0.846,2.42,146.0,21.393
103.2,427.8,36.9,1.87,6.51,39.6,0.044,2.48,112.4,26.562
70.0,463.6,29.0,1.68,2.26,37.0,0.507,2.59,11.9,24.252
65.4,45.3,20.3,4.97,3.94,44.2,0.851,2.22,161.7,26.478
122.8,56.7,2.1,4.93,3.58,16.3,0.004,2.32,186.7,26.953
47.6,16.6,16.3,0.95,2.16,26.4,0.276,2.49,90.9,17.986
33.2,52.3,1.7,3.15,-0.96,19.8,0.92,2.08,76.5,21.854
84.3,104.7,30.4,2.68,-0.09,16.1,0.081,2.67,49.8,19.282
126.6,485.0,9.3,0.77,-0.9,22.9,0.607,2.27,63.9,25.965
61.6,333.9,31.7,0.84,6.93,22.3,0.507,2.53,130.7,25.692
26.8,389.3,9.1,4.95,5.75,27.6,0.152,2.8,155.2,26.469
57.3,388.1,31.2,2.26,2.53,19.2,0.042,2.38,69.8,22.808
75.7,267.5,6.7,0.63,6.86,29.7,0.503,2.17,71.2,24.479
37.8,398.7,12.0,1.07,6.52,42.6,0.735,2.17,93.0,25.965
92.4,297.9,20.8,1.34,7.06,37.4,0.177,2.05,38.2,26.195
129.8,157.3,-6.5,2.55,-2.12,40.3,0.691,2.61,185.8,27.8
69.7,280.6,37.4,1.68,4.33,39.1,0.546,2.23,142.6,26.642
59.0,266.8,18.7,2.28,2.92,26.7,0.358,2.14,89.5,22.717
64.1,411.7,15.4,0.83,4.54,36.3,0.664,2.57,28.8,23.139
32.7,490.9,32.0,1.63,-1.58,37.6,0.192,2.25,170.5,22.078
117.2,205.5,33.3,0.35,4.03,21.2,0.457,2.48,99.3,24.511
65.6,381.7,16.1,4.45,0.33,40.8,0.549,2.33,160.4,27.059
62.6,49.9,36.4,0.99,5.84,28.7,0.459,2.27,11.5,20.119
92.6,388.4,-6.8,3.78,5.34,15.5,0.398,2.39,58.4,30.541
68.6,185.7,-4.3,1.75,-2.25,34.3,0.741,2.25,126.3,23.203
91.3,19.7,19.8,2.37,-2.61,35.3,0.656,2.7,100.1,19.469
26.8,181.6,7.7,1.46,4.33,31.6,0.639,2.06,62.5,22.247
109.5,305.3,13.2,3.48,2.16,21.4,0.892,2.02,44.2,28.773
123.5,59.6,6.4,4.22,2.24,29.5,0.994,2.33,63.9,26.295
91.4,462.0,10.2,1.43,4.78,27.0,0.567,2.14,149.8,31.523
125.0,38.8,31.1,1.21,6.11,44.2,0.348,2.59,40.8,23.138
36.7,465.0,19.7,3.41,-1.89,39.7,0.779,2.28,120.8,26.652
72.5,353.6,39.9,0.98,2.22,37.9,0.142,2.21,87.6,22.916
86.2,164.9,29.3,3.2,5.78,20.4,0.513,2.29,153.8,25.985
84.0,195.4,3.7,0.47,6.35,24.9,0.525,2.18,44.3,24.578
64.2,370.4,3.2,3.1,-1.26,26.4,0.983,2.24,57.7,27.015
57.2,300.7,6.8,2.57,-3.65,29.8,0.991,2.45,82.7,23.093
34.0,335.8,32.2,0.57,-1.97,15.9,0.799,2.69,37.5,19.833
63.1,194.6,-8.6,3.25,7.29,32.8,0.473,2.3,94.9,28.416
37.9,243.9,1.5,2.23,1.01,25.7,0.547,2.26,86.1,22.82
100.8,494.9,35.2,1.09,0.44,31.9,0.32,2.63,198.1,26.237
43.0,107.0,22.0,1.77,-4.83,15.3,0.83,2.02,120.8,19.66
26.4,208.9,1.3,2.46,-4.34,24.6,0.747,2.24,18.5,20.145
80.8,145.9,1.0,0.46,3.69,38.1,0.771,2.36,94.7,23.077
85.5,382.6,33.1,4.79,2.67,30.0,0.139,2.48,176.3,26.682
115.9,382.0,34.7,3.33,2.48,38.7,0.399,2.12,174.0,28.464
83.5,146.2,2.8,0.51,-3.57,36.0,0.537,2.35,192.6,20.081
58.0,40.7,11.0,4.11,-0.42,40.6,0.125,2.45,179.4,19.827
108.3,5.7,31.7,1.61,5.56,15.2,0.369,2.41,39.4,23.032
79.4,213.7,28.6,2.98,-2.73,22.8,0.087,2.46,5.7,19.812
28.7,205.2,30.7,1.39,6.47,31.5,0.959,2.53,125.2,23.824
82.2,494.2,15.9,3.67,-3.42,43.2,0.751,2.3,142.0,27.675
119.9,234.9,35.6,3.62,-2.8,35.4,0.621,2.05,30.6,25.56
63.6,128.2,6.3,2.76,1.21,28.7,0.205,2.04,37.5,20.98
52.6,445.6,-2.2,1.2,7.29,18.9,0.334,2.69,192.8,27.267
35.8,245.5,25.4,1.27,-0.72,29.8,0.144,2.54,189.0,18.983
36.7,299.6,17.0,1.91,3.56,28.2,0.536,2.61,35.6,22.288
67.6,47.8,32.7,0.73,2.65,38.4,0.821,2.74,53.2,19.158
85.5,191.5,-5.9,1.69,-3.05,27.4,0.019,2.6,179.0,20.646
28.9,472.1,32.2,3.42,-1.77,24.6,0.103,2.55,89.8,22.572
123.4,294.8,4.7,4.15,7.09,17.7,0.229,2.52,160.6,30.84
103.1,172.3,22.7,1.66,-2.6,16.4,0.714,2.21,82.2,22.639
84.5,312.8,-8.0,1.17,4.04,28.2,0.894,2.77,148.6,28.869
111.1,455.2,20.5,4.16,7.54,25.4,0.753,2.43,82.4,33.567
28.8,137.0,25.9,4.45,-3.45,31.7,0.525,2.18,180.3,19.554
72.5,252.6,8.4,2.05,0.19,36.4,0.105,2.17,68.5,20.887
89.3,479.3,0.8,0.13,-2.09,16.2,0.755,2.65,107.0,24.648
111.2,86.2,16.9,3.47,-2.12,29.9,0.106,2.2,106.7,21.586
106.2,359.8,31.7,3.92,-3.45,40.9,0.348,2.03,131.5,25.812
50.5,307.2,6.2,0.09,3.44,28.7,0.308,2.34,64.8,22.105
123.5,339.8,2.6,2.98,4.7,30.6,0.359,2.65,130.3,30.98
33.7,175.6,3.9,2.94,3.8,29.6,0.33,2.33,32.5,21.632
116.3,156.9,37.5,1.89,7.02,26.7,0.769,2.64,179.3,28.671
126.8,342.1,8.0,3.75,-3.11,18.3,0.172,2.66,33.1,25.749
39.5,107.8,-9.8,2.14,-0.84,18.8,0.846,2.69,168.9,23.742
99.4,209.8,29.1,3.38,-0.52,20.4,0.858,2.47,140.2,26.898
24.4,94.1,25.0,2.59,-1.98,38.8,0.491,2.56,71.5,18.232
64.6,4.2,-3.6,1.24,-3.15,23.3,0.106,2.21,68.8,16.669
76.8,485.0,39.2,3.03,1.33,43.4,0.575,2.08,193.4,29.418
83.9,215.9,20.4,3.68,5.85,39.3,0.821,2.43,43.0,26.503
123.0,484.7,15.0,4.87,7.41,35.5,0.289,2.01,146.0,35.0
93.9,70.2,9.1,1.9,-3.32,36.6,0.838,2.37,40.8,18.973
72.9,293.7,34.9,0.32,5.7,16.4,0.677,2.08,181.6,27.456
109.1,100.5,2.2,4.94,5.72,32.1,0.987,2.09,149.7,31.164
124.6,395.0,4.3,3.12,0.06,43.2,0.825,2.7,186.9,30.263
22.4,391.9,-3.9,4.73,-3.57,16.2,0.202,2.51,176.4,25.176
128.1,56.3,28.0,0.52,7.87,23.7,0.449,2.52,112.2,24.955
29.5,456.0,19.8,1.71,3.52,16.5,0.104,2.32,34.7,21.324
109.6,97.3,20.5,0.67,7.77,32.1,0.07,2.33,48.2,22.809
50.8,306.5,0.9,4.18,1.29,18.5,0.706,2.24,44.4,26.12
34.5,492.8,22.6,4.4,0.14,29.4,0.913,2.35,48.0,25.417
68.4,441.2,28.3,2.51,-1.79,36.6,0.974,2.47,97.9,23.493
90.8,478.3,7.9,0.93,7.79,19.9,0.27,2.15,174.2,30.672
61.9,171.3,30.1,0.64,-1.71,37.7,0.202,2.21,9.5,17.863
26.0,52.8,7.4,2.94,-4.69,16.8,0.56,2.4,51.5,16.059
85.9,94.2,27.9,2.53,1.66,19.5,0.201,2.31,121.4,21.655
119.3,250.2,-8.3,3.47,-0.1,23.4,0.296,2.66,173.7,29.22
62.2,396.6,17.6,1.53,-1.6,38.9,0.837,2.66,63.0,22.944
43.8,75.1,38.5,2.01,3.25,40.5,0.81,2.27,79.6,23.107
68.7,329.9,39.1,0.11,-0.26,21.6,0.895,2.36,77.8,23.741
25.3,161.8,4.1,3.05,0.23,17.9,0.482,2.78,62.3,19.285
110.3,170.6,12.1,2.12,-4.7,40.4,0.564,2.66,141.3,21.547
110.9,331.0,-6.9,4.6,2.66,34.5,0.771,2.17,132.9,32.311
84.7,233.5,33.7,3.21,-3.41,19.7,0.239,2.22,169.4,22.539
58.8,406.0,18.4,1.99,-2.22,31.7,0.823,2.07,183.9,25.495
108.0,78.0,9.3,1.32,4.32,41.2,0.018,2.54,180.6,21.491
81.0,395.0,-4.4,4.53,-0.93,17.1,0.798,2.25,110.3,29.963
110.9,32.1,37.3,0.08,-2.88,17.5,0.776,2.43,41.2,18.752
89.5,97.0,16.5,1.63,2.51,23.2,0.302,2.61,48.3,19.988
106.3,328.1,4.1,4.72,-2.21,34.6,0.728,2.67,120.1,27.134
85.8,427.5,7.5,3.27,-1.48,20.3,0.214,2.26,184.1,27.374
65.6,126.3,3.5,2.66,3.08,39.5,0.576,2.19,108.4,23.796
125.4,163.6,20.1,1.02,4.62,37.5,0.701,2.68,187.5,28.509
79.5,268.6,36.5,4.17,4.62,31.8,0.715,2.31,56.1,28.652
86.6,105.8,32.8,1.02,1.27,18.5,0.983,2.66,21.8,22.765
44.3,405.6,13.0,1.24,0.91,44.6,0.182,2.12,160.3,20.959
88.8,386.8,31.3,0.96,5.24,29.7,0.481,2.73,176.5,26.504
82.9,72.6,11.2,0.79,-2.49,28.6,0.88,2.39,92.4,18.606
40.3,231.9,2.6,4.77,-3.02,44.9,0.562,2.14,25.0,21.58
26.6,387.4,39.2,3.01,3.64,40.9,0.876,2.43,13.3,24.746
86.5,168.7,5.2,3.19,0.32,28.7,0.434,2.7,17.2,22.337
104.0,316.6,6.2,4.77,4.23,27.6,0.795,2.31,90.6,31.612
77.6,25.1,39.5,1.15,-1.66,17.9,0.87,2.14,50.8,20.193
44.9,304.3,-3.3,0.03,-0.78,42.8,0.846,2.46,95.1,22.608
93.3,76.3,28.0,2.99,6.66,40.3,0.871,2.67,100.3,24.787
28.8,415.3,36.8,2.54,0.48,24.3,0.22,2.1,94.3,23.217
68.6,177.7,15.6,2.39,2.68,37.6,0.439,2.03,125.9,22.763
38.0,140.8,-9.9,0.31,-3.61,37.9,0.175,2.05,137.5,18.511
40.3,420.4,8.8,2.27,-2.68,21.8,0.181,2.18,82.2,21.644
42.3,25.1,-4.4,1.44,-4.53,33.4,0.488,2.01,70.7,16.325
62.5,198.3,10.8,1.37,0.52,22.7,0.96,2.34,76.8,23.548
25.6,185.0,29.5,1.11,7.86,38.7,0.592,2.56,18.7,21.082
63.8,142.4,11.9,1.66,6.36,19.6,0.854,2.57,67.7,25.725
76.3,455.9,11.6,1.77,3.23,35.1,0.937,2.51,44.0,26.901
73.2,375.5,17.8,1.54,6.19,24.8,0.087,2.24,61.7,25.975
62.1,32.0,19.1,4.89,2.72,16.1,0.162,2.59,144.3,22.385
112.3,357.3,32.8,4.66,-0.21,18.7,0.291,2.46,197.8,28.815
36.0,263.6,5.4,2.87,-2.74,34.6,0.617,2.69,185.1,21.387
75.6,450.4,31.1,4.91,3.49,22.2,0.062,2.38,165.2,28.337
26.8,156.5,18.3,4.96,-2.49,33.9,0.787,2.14,148.8,21.774
27.8,287.1,5.0,1.78,0.43,27.4,0.064,2.51,189.3,20.642
83.1,250.4,4.8,2.23,5.74,35.8,0.158,2.12,151.6,26.545
82.3,244.8,8.1,4.8,-3.32,29.8,0.382,2.77,96.8,22.908
116.6,228.1,21.1,3.04,-3.32,24.3,0.558,2.56,122.3,24.333
81.4,102.8,1.5,1.06,-2.08,19.4,0.882,2.61,64.6,19.982
125.6,377.9,36.0,3.45,2.17,25.2,0.964,2.54,5.6,30.821
25.4,225.7,18.7,1.03,-1.73,34.0,0.885,2.08,74.0,18.689
30.8,479.3,36.0,1.7,1.54,37.2,0.107,2.37,83.9,20.807
24.8,130.4,-7.7,1.14,-1.07,19.8,0.631,2.52,148.0,22.288
40.4,341.4,7.1,1.22,1.58,34.9,0.442,2.18,172.5,23.992
79.5,470.4,-8.9,0.02,-1.39,20.4,0.126,2.54,192.7,25.169
91.0,331.7,3.6,4.4,7.74,21.7,0.555,2.66,73.6,31.726
25.0,435.6,33.1,1.48,1.41,30.9,0.357,2.22,191.7,22.953
124.1,413.7,-8.2,0.43,4.67,23.7,0.346,2.16,160.9,30.85
112.6,180.1,11.8,0.43,4.11,34.8,0.094,2.71,11.0,20.736
52.6,300.1,-4.1,2.78,1.38,43.7,0.979,2.0,121.1,26.795
28.5,78.1,10.8,4.96,-1.89,19.5,0.726,2.2,76.3,20.619
38.7,267.8,31.9,0.73,1.64,32.1,0.28,2.33,11.6,18.333
34.0,115.2,21.2,0.5,3.85,42.7,0.917,2.54,108.6,17.889
33.6,371.9,26.8,2.19,0.98,20.3,0.948,2.8,119.0,23.663
77.0,264.0,7.5,2.82,-3.93,26.0,0.81,2.3,54.2,21.802
47.0,205.6,37.2,1.47,-4.77,18.7,0.659,2.76,188.3,19.524
59.4,134.4,25.5,1.51,-0.74,34.3,0.376,2.29,124.0,18.911
128.8,499.3,11.1,2.12,-3.05,35.1,0.434,2.56,39.3,26.145
95.3,35.9,11.3,1.57,6.78,34.9,0.455,2.13,145.6,24.335
124.4,21.8,35.9,4.58,-2.71,31.3,0.949,2.37,102.3,24.302
35.7,108.6,18.8,0.21,0.13,37.4,0.76,2.7,97.3,16.287
62.0,485.5,25.3,1.17,4.26,16.1,0.292,2.26,167.7,25.39
81.0,489.6,10.9,4.04,5.6,43.7,0.625,2.08,31.9,29.207
28.4,327.5,1.2,4.17,1.21,21.7,0.594,2.42,100.7,24.809
20.5,440.1,26.2,0.56,-2.65,18.6,0.812,2.35,157.2,22.125
93.7,107.0,20.4,4.87,-1.48,43.2,0.095,2.18,133.8,22.377
90.6,486.0,15.1,3.47,0.45,39.9,0.701,2.72,6.1,24.948
65.2,71.4,21.2,1.36,-0.26,37.9,0.331,2.48,158.6,17.834
73.9,50.6,0.4,2.28,-0.47,18.1,0.13,2.28,189.2,21.36
65.7,56.1,29.7,1.49,-3.29,39.2,0.732,2.8,142.4,16.9
22.6,286.6,37.4,0.75,6.87,33.3,0.332,2.11,175.8,23.66
56.9,390.5,34.6,1.46,-4.61,37.0,0.73,2.68,75.4,19.85
39.5,183.3,6.1,2.9,0.72,44.3,0.162,2.18,73.4,19.801
30.8,488.9,10.3,4.13,7.74,20.8,0.986,2.19,67.6,30.274
125.2,217.2,30.4,1.82,3.58,30.1,0.803,2.4,148.3,27.962
85.9,75.2,19.8,1.74,-0.38,37.6,0.289,2.53,188.7,21.186
100.2,233.0,17.4,2.34,-3.1,28.0,0.741,2.55,177.7,24.324
54.7,339.5,36.3,3.22,7.53,16.6,0.136,2.02,34.3,25.851
63.2,416.1,16.8,3.76,-4.82,18.3,0.653,2.23,127.1,26.239
46.1,229.4,15.7,1.63,3.86,33.1,0.06,2.53,199.2,22.275
30.7,296.8,-7.9,2.93,6.44,23.6,0.333,2.71,62.6,25.628
39.7,133.7,-6.5,1.95,-4.67,19.1,0.978,2.54,128.8,20.604
107.7,323.0,-9.6,3.58,4.43,25.2,0.121,2.21,181.8,31.683
94.5,493.0,35.7,0.82,7.98,21.0,0.597,2.41,180.4,31.567
80.2,24.5,10.4,1.28,3.32,15.7,0.071,2.52,67.7,20.668
72.3,443.3,13.4,2.13,0.39,19.6,0.669,2.11,23.3,25.724
121.5,281.1,32.3,4.45,6.37,41.5,0.279,2.44,131.0,29.386
28.0,126.0,20.5,2.87,2.2,15.4,0.31,2.38,189.7,20.676
50.9,477.4,20.5,4.83,4.74,38.2,0.338,2.27,104.1,28.61
58.5,241.7,4.8,0.52,2.64,37.6,0.205,2.5,94.3,19.537
106.1,165.8,31.7,2.3,-4.5,31.9,0.942,2.51,173.5,24.343
129.2,90.7,-1.7,2.1,-2.23,21.3,0.906,2.78,87.8,24.678
46.5,122.2,-7.3,3.0,-3.98,41.3,0.87,2.34,137.8,22.999
116.2,416.4,-0.4,4.06,-3.61,29.3,0.106,2.43,80.8,27.509
111.4,307.2,3.4,4.21,-4.8,20.2,0.233,2.13,78.5,27.514
44.7,456.6,4.1,3.35,0.48,27.9,0.612,2.44,41.6,25.135
63.9,116.0,23.5,3.21,-2.68,20.8,0.97,2.03,22.2,21.302
65.1,60.6,0.9,4.75,6.12,26.3,0.605,2.12,177.6,27.778
127.6,3.0,23.8,1.92,4.75,29.9,0.327,2.14,40.3,23.88
39.9,253.9,-5.4,4.16,2.45,25.8,0.817,2.51,17.1,25.794
107.9,499.2,-2.6,4.61,1.36,34.7,0.135,2.45,118.6,31.616
56.8,347.5,15.4,2.46,-1.67,43.1,0.882,2.64,111.5,23.58
100.4,154.2,36.1,3.65,1.17,25.4,0.975,2.37,115.7,26.821
66.2,438.4,33.0,1.89,3.34,25.7,0.968,2.38,96.3,27.054
83.6,390.9,38.4,0.79,5.17,37.1,0.148,2.13,32.7,24.505
111.6,7.7,22.5,2.93,-3.94,30.9,0.55,2.59,9.1,18.793
108.5,408.4,23.8,0.98,4.21,27.9,0.585,2.0,14.1,27.662
115.3,150.3,21.3,2.29,4.66,39.4,0.195,2.34,188.9,25.65
26.6,74.8,21.1,4.36,2.27,41.7,0.547,2.15,108.7,22.008
96.1,113.2,-2.6,0.43,-2.21,32.7,0.647,2.62,82.9,22.244
35.4,234.3,17.2,0.15,2.01,20.6,0.329,2.54,85.1,19.036
65.7,212.4,9.3,3.03,1.54,29.0,0.316,2.57,132.2,23.059
80.3,144.4,12.1,1.66,1.18,30.1,0.06,2.12,78.4,22.174
64.3,86.1,16.2,2.09,0.99,28.0,0.957,2.54,160.3,22.828
77.2,381.1,-3.6,2.03,-3.56,22.9,0.804,2.55,55.7,24.432
129.6,495.1,8.0,0.43,-2.62,29.2,0.759,2.0,76.6,27.093
34.9,388.9,-6.8,0.02,-3.73,28.4,0.022,2.25,187.3,18.966
94.3,148.0,39.0,4.49,-1.85,21.3,0.624,2.07,55.8,25.282
63.6,122.4,-4.1,1.09,-1.57,42.1,0.181,2.55,134.0,18.84
34.6,108.8,2.9,2.13,-1.81,41.6,0.662,2.17,76.1,18.472
37.5,68.3,34.6,4.86,-2.26,37.8,0.621,2.21,96.9,19.79
124.4,275.7,14.1,4.13,4.56,27.0,0.852,2.06,13.8,31.404
116.8,302.7,-3.2,0.54,5.64,26.1,0.255,2.39,37.6,27.131
119.8,352.8,9.2,2.54,-0.75,36.5,0.027,2.03,24.9,24.776
129.1,340.1,-4.2,3.65,-1.03,33.2,0.914,2.68,169.7,31.42
42.9,146.2,0.0,3.49,5.97,33.0,0.909,2.02,192.5,28.239
59.1,165.2,-7.4,3.8,3.11,18.7,0.456,2.05,18.3,25.8
93.6,340.8,11.9,2.29,-1.19,33.5,0.078,2.51,20.0,21.845
73.2,174.7,30.3,0.88,4.28,42.1,0.498,2.73,112.7,21.328
66.0,106.3,19.3,2.32,-0.52,17.6,0.524,2.71,103.3,20.241
59.4,187.2,20.3,3.24,2.63,25.2,0.822,2.07,131.9,26.104
85.3,136.0,0.0,3.04,7.9,30.3,0.717,2.23,148.7,30.36
83.3,44.2,7.2,0.35,-1.08,35.6,0.071,2.42,160.5,17.177
37.8,415.1,32.3,0.32,7.1,17.7,0.705,2.02,34.1,25.922
71.9,426.6,-5.6,4.83,-0.83,41.2,0.136,2.42,12.4,26.623
80.9,109.9,32.9,0.76,2.02,16.2,0.089,2.36,178.4,21.017
82.7,32.4,14.2,1.47,0.98,40.7,0.399,2.47,96.6,19.854
43.1,369.4,31.9,3.84,5.18,15.8,0.077,2.74,194.4,26.505
101.6,105.8,5.9,2.05,-4.21,19.6,0.829,2.22,108.9,23.811
22.8,196.7,6.9,0.91,3.15,39.0,0.463,2.51,104.5,21.368
59.0,32.1,27.6,2.34,4.89,40.8,0.587,2.34,126.5,21.769
105.8,113.1,29.2,2.84,1.14,44.5,0.577,2.35,38.2,24.239
82.0,396.5,1.5,2.26,-3.63,18.5,0.978,2.52,54.5,25.816
48.7,402.2,38.6,4.59,-1.82,30.8,0.916,2.76,181.6,26.448
96.4,103.5,-5.8,1.42,3.84,17.3,0.849,2.69,46.4,26.526
82.4,168.0,-6.6,3.31,6.64,19.7,0.383,2.51,50.4,27.689
107.6,67.1,19.8,0.56,0.48,20.2,0.145,2.37,104.4,19.888
100.9,37.1,26.1,1.96,2.29,16.9,0.592,2.34,130.0,22.43
87.1,496.1,38.0,3.7,-2.03,41.8,0.44,2.63,5.2,25.216
73.7,327.8,10.2,1.12,0.36,18.8,0.226,2.17,94.1,22.908
34.7,271.0,-8.7,2.95,-0.62,33.9,0.098,2.47,82.8,22.663
48.7,382.7,20.1,0.77,3.52,33.8,0.436,2.4,173.8,23.87
66.1,420.0,4.5,0.51,7.8,21.0,0.651,2.52,168.7,29.921
85.9,403.4,11.6,2.62,5.57,45.0,0.625,2.15,181.7,30.898
76.5,8.3,14.4,3.38,-2.5,25.4,0.774,2.56,169.2,21.366
51.7,93.4,-6.8,0.57,2.51,42.2,0.467,2.5,158.4,22.912
20.7,327.5,14.3,4.59,-4.14,43.4,0.322,2.14,172.5,21.214
74.6,187.9,11.3,1.13,-1.79,43.5,0.539,2.36,39.1,19.057
51.4,491.2,25.6,0.6,-2.76,37.6,0.975,2.54,71.5,23.026
100.8,332.7,22.3,1.01,-0.64,22.6,0.045,2.72,138.3,21.905
22.6,478.3,-0.7,0.85,3.82,18.6,0.529,2.1,185.0,24.83
84.3,100.7,0.3,0.45,1.49,32.1,0.329,2.01,135.0,21.831
123.6,432.0,2.6,3.99,7.13,25.8,0.105,2.13,45.6,31.017
39.2,160.7,-1.1,2.48,-2.23,39.9,0.435,2.79,189.2,19.857
71.9,494.8,22.9,1.94,-0.27,37.3,0.641,2.61,153.3,24.89
30.1,78.8,39.7,4.75,-0.71,23.3,0.528,2.49,144.7,21.099
88.8,258.2,22.6,1.86,-1.93,15.5,0.029,2.11,153.7,20.908
80.6,396.4,20.3,0.83,7.91,22.1,0.579,2.33,133.5,27.196
64.8,216.3,10.5,1.37,0.03,32.0,0.232,2.57,9.3,18.093
77.4,234.0,5.6,1.19,7.23,17.4,0.341,2.72,54.5,24.322
118.6,493.2,35.6,2.49,0.08,34.7,0.312,2.31,191.5,28.534
41.6,212.7,38.5,1.46,-2.35,35.2,0.859,2.8,61.3,19.489
22.5,302.0,14.8,2.58,-3.45,20.1,0.048,2.11,155.5,19.427
114.8,27.3,4.5,3.35,6.12,32.9,0.348,2.31,87.8,25.456
83.5,421.1,28.5,3.89,-4.58,33.2,0.395,2.7,182.0,23.362
118.0,324.1,-3.4,3.55,7.54,29.3,0.619,2.52,113.7,34.417
85.7,202.0,28.3,1.03,0.44,43.6,0.789,2.65,128.2,22.7
109.1,8.1,30.9,0.58,-1.78,18.2,0.728,2.73,51.7,18.676
67.3,295.8,-3.8,2.71,3.03,27.2,0.753,2.41,16.2,25.739
102.5,6.3,38.8,0.99,-3.27,41.5,0.192,2.19,152.5,18.006
120.4,0.6,39.3,0.42,-4.06,26.6,0.912,2.55,18.2,19.368
82.9,308.0,36.8,2.64,5.76,27.7,0.414,2.45,145.8,28.058
39.9,94.5,14.8,1.63,0.52,35.0,0.011,2.62,113.3,14.69
49.6,95.9,2.3,3.78,1.74,35.0,0.668,2.41,164.9,23.059
41.9,326.6,19.1,1.57,-2.7,15.7,0.604,2.65,45.1,21.107
47.2,26.8,11.0,4.89,-4.2,28.7,0.126,2.72,110.6,17.057
53.7,156.7,0.3,3.79,-0.22,25.0,0.96,2.6,124.8,24.776
81.1,74.7,11.2,0.29,1.58,33.8,0.562,2.59,19.5,18.266
84.7,290.1,23.2,2.54,4.95,31.7,0.469,2.47,149.1,27.067
66.9,330.9,-6.5,2.81,1.51,34.5,0.398,2.38,80.9,24.669
87.7,360.6,6.7,3.48,5.17,34.6,0.21,2.78,30.1,25.905
